gid,role,role_score,cluster_id,priority_score,evidence,sub_role,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seed_payers,near_seeds,seed_reach,p_forward,fast_transit_share,max_payers_same_day,cycles,pagerank,hub,authority,betweenness,truncated_by_depth,prio_role,prio_reach,prio_money,prio_pagerank,prio_betw
100000001102676100,transit,1.0,16,0.5769,"транзит: получил 50 тыс ₸, отдал 100%, 100% ушло в течение 2 дн. после прихода",,2,False,1,1,50000.0,50000.0,1,1,1.0,0,1,8,1.0,1.0,1.0,0.0,0.00031303095439867446,0.0005761766950985908,9.961130810118177e-21,2.3975769017837576e-05,False,0.6,0.167,0.58,0.496,0.866
100000001924185100,terminal,0.873,6,0.5751,"получил 151 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,2,0,151000.0,0.0,2,0,0.0,2,4,11,0.0,0.0,1.0,0.0,0.00031021987602786454,-0.0,0.0005839675713304592,0.0,False,0.306,0.667,0.655,0.474,0.367
100000001527186100,terminal,0.844,6,0.5735,"получил 678 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,1,0,678000.0,0.0,2,0,0.0,1,2,10,0.0,0.0,1.0,0.0,0.0004213295963080255,-0.0,0.0004611679650745693,0.0,False,0.295,0.333,0.895,0.72,0.367
100000008258083100,peripheral,0.7,25,0.5629,"слабые связи: 2 вход / 2 выход, 3.1 млн ₸ → 2.0 млн ₸, без устойчивого паттерна",,2,False,2,2,3149500.0,2045650.0,13,6,0.6495157961581204,0,1,7,1.0,0.7646713758463081,1.0,2.0,0.0010500443938968583,1.9464493945847683e-05,4.539369165004803e-05,7.767356574373826e-05,False,0.035,0.167,0.995,0.954,0.923
100000003390036100,peripheral,0.7,6,0.5626,"слабые связи: 2 вход / 2 выход, 231 тыс ₸ → 62 тыс ₸, без устойчивого паттерна",,2,False,2,2,231300.0,62000.0,4,2,0.2680501513186338,0,2,11,1.0,0.16129032258064516,1.0,2.0,0.0013242239371446245,2.5467536956997044e-19,4.037862125750621e-05,7.826800629789953e-05,False,0.035,0.333,0.774,0.968,0.925
100000001601320100,transit,0.653,13,0.5602,"транзит: получил 44 тыс ₸, отдал 106%, 0% ушло в течение 2 дн. после прихода",,2,False,2,1,43500.0,46200.0,2,1,1.0620689655172413,0,1,1,1.0,0.0,1.0,0.0,0.0008117637398617537,1.2889282006641398e-19,1.3255535559050582e-19,9.90734256935437e-07,False,0.392,0.167,0.549,0.931,0.755
100000008461532100,peripheral,0.7,23,0.5592,"слабые связи: 2 вход / 8 выход, 565 тыс ₸ → 2.5 млн ₸, без устойчивого паттерна",,2,False,2,8,565300.0,2530090.0,2,9,4.475658942154608,0,1,7,1.0,0.9954033255733986,1.0,1.0,0.0007452506208527052,1.446985287411138e-19,5.004817059612747e-06,0.00027126303954892267,False,0.035,0.167,0.984,0.921,0.963
100000004325327100,transit,0.991,0,0.5586,"транзит: получил 71 тыс ₸, отдал 99%, 100% ушло в течение 2 дн. после прихода",,1,False,2,1,70817.0,70000.0,3,1,0.988463222107686,1,1,7,1.0,1.0,1.0,0.0,0.000295792319681355,-4.6536141220183654e-20,0.005057463282107316,3.844048916909496e-05,False,0.595,0.167,0.637,0.317,0.879
100000002565277100,terminal,0.839,6,0.5566,"получил 483 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,1,0,483319.0,0.0,1,0,0.0,1,2,10,0.0,0.0,1.0,0.0,0.00038234736714677707,-0.0,0.0004611679650745693,0.0,False,0.294,0.333,0.855,0.679,0.367
100000006664478100,transit,0.832,12,0.5562,"транзит: получил 55 тыс ₸, отдал 109%, 67% ушло в течение 2 дн. после прихода",,3,False,1,2,55000.0,60000.0,3,2,1.0909090909090908,0,0,1,1.0,0.6666666666666666,1.0,0.0,0.0006168426303113105,7.366747464987331e-20,9.128324678364325e-20,1.1888811083225246e-06,False,0.499,0.0,0.609,0.889,0.76
100000002267998100,peripheral,0.7,20,0.5557,"слабые связи: 2 вход / 3 выход, 420 тыс ₸ → 1.1 млн ₸, без устойчивого паттерна",,2,False,2,3,420000.0,1115000.0,4,12,2.6547619047619047,0,1,7,1.0,0.7354260089686099,1.0,4.0,0.0015848317238056746,0.00017021410733813287,3.2496315001587976e-06,5.8849614861964964e-05,False,0.035,0.167,0.955,0.975,0.91
100000002175422100,peripheral,0.7,26,0.5547,"слабые связи: 3 вход / 6 выход, 68 тыс ₸ → 1.6 млн ₸, без устойчивого паттерна",,2,False,3,6,68500.0,1621188.0,5,14,23.66697810218978,0,1,7,1.0,0.497282239937626,2.0,3.0,0.0008458861317816005,0.0025474199545485413,-2.619937030262609e-19,0.00015871562796105702,False,0.035,0.167,0.96,0.935,0.951
100000008556318100,terminal,0.875,6,0.5544,"получил 180 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,2,0,180132.0,0.0,2,0,0.0,1,2,10,0.0,0.0,1.0,0.0,0.0005605041030696594,-0.0,0.00046485516402145735,0.0,False,0.306,0.333,0.69,0.863,0.367
100000005183943100,terminal,0.844,33,0.5542,"получил 681 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,1,0,680900.0,0.0,9,0,0.0,1,1,1,0.0,0.0,1.0,0.0,0.0006108393603081334,-0.0,-3.0726682087672894e-19,0.0,False,0.295,0.167,0.895,0.887,0.367
100000008473207100,terminal,0.827,6,0.5535,"получил 202 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,1,0,202000.0,0.0,4,0,0.0,0,2,11,0.0,0.0,1.0,0.0,0.000556205607395318,-0.0,1.405783504771076e-19,0.0,False,0.289,0.333,0.715,0.857,0.367
100000002173161100,terminal,0.95,1,0.5535,"получил 1.4 млн ₸ от 3 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,3,0,1427500.0,0.0,5,0,0.0,1,1,9,0.0,0.0,2.0,0.0,0.0004354146921033421,-0.0,0.0003011826207838464,0.0,False,0.332,0.167,0.949,0.737,0.367
100000005382566100,consolidator,0.523,2,0.5534,"признаки консолидации: получает от 7 плательщиков (6 seed) 393 тыс ₸, дальше 13% полученного",,0,True,7,1,393066.0,50000.0,11,1,0.12720510041570626,6,6,14,1.0,1.0,2.0,1.0,0.0021132620521571092,2.157176717611387e-20,1.0820738113116484e-06,4.6366363224578456e-05,False,0.471,1.0,0.839,0.989,0.898
100000004479404100,peripheral,0.7,34,0.5533,"слабые связи: 2 вход / 1 выход, 1.5 млн ₸ → 300 тыс ₸, без устойчивого паттерна",,2,False,2,1,1492000.0,300000.0,8,2,0.20107238605898123,0,1,7,1.0,0.0,1.0,1.0,0.0008667096306509913,-3.642802156310002e-20,9.352123925619117e-05,9.610122292273739e-05,False,0.035,0.167,0.962,0.938,0.93
100000002217161100,peripheral,0.7,14,0.5531,"слабые связи: 2 вход / 7 выход, 405 тыс ₸ → 995 тыс ₸, без устойчивого паттерна",,2,False,2,7,404750.0,995132.0,15,19,2.4586337245213095,0,1,7,1.0,0.9497554093326313,1.0,1.0,0.000891569456171597,-1.0790804444754272e-18,5.213487353611469e-05,0.00015514898463608943,False,0.035,0.167,0.948,0.943,0.95
100000001937767100,peripheral,0.7,12,0.553,"слабые связи: 1 вход / 4 выход, 53 тыс ₸ → 1.9 млн ₸, без устойчивого паттерна",,1,False,1,4,53000.0,1933000.0,1,6,36.471698113207545,1,1,11,1.0,0.027418520434557683,1.0,1.0,0.0008921392815659748,2.3309326433852282e-07,4.0757489676169773e-07,5.6699890528386486e-05,False,0.035,0.167,0.97,0.944,0.903
100000003360542100,peripheral,0.7,6,0.5525,"слабые связи: 2 вход / 2 выход, 317 тыс ₸ → 52 тыс ₸, без устойчивого паттерна",,2,False,2,2,317000.0,51800.0,3,5,0.16340694006309148,0,2,11,1.0,0.29922779922779924,1.0,3.0,0.001456432548006546,0.00214938255400557,3.254432116079992e-07,9.90734256935437e-07,False,0.035,0.333,0.811,0.973,0.755
100000007170072100,transit,0.996,15,0.5519,"транзит: получил 100 тыс ₸, отдал 100%, 100% ушло в течение 2 дн. после прихода",,3,False,1,2,100000.0,99500.0,1,9,0.995,0,0,7,1.0,1.0,1.0,0.0,0.0003076581045462551,-5.2270365336218776e-20,0.00013028037772058038,3.844048916909496e-05,False,0.598,0.0,0.707,0.457,0.879
100000006579678100,peripheral,0.7,2,0.5512,"слабые связи: 2 вход / 6 выход, 193 тыс ₸ → 1.7 млн ₸, без устойчивого паттерна",,1,False,2,6,192930.0,1668800.0,2,15,8.649769346395066,1,1,7,1.0,0.12080536912751678,1.0,2.0,0.0006256438748763348,1.0087891372397518e-05,0.000297602173134517,0.0004489435551961264,False,0.035,0.167,0.966,0.892,0.973
100000007617808100,terminal,0.838,10,0.5483,"получил 450 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,1,0,450000.0,0.0,1,0,0.0,0,2,7,0.0,0.0,1.0,0.0,0.0003601043534538573,-0.0,4.040756032117893e-06,0.0,False,0.293,0.333,0.844,0.647,0.367
100000004677680100,peripheral,0.7,6,0.5479,"слабые связи: 2 вход / 1 выход, 63 тыс ₸ → 168 тыс ₸, без устойчивого паттерна",,1,False,2,1,63000.0,168000.0,2,3,2.6666666666666665,1,2,8,1.0,0.9107142857142857,1.0,1.0,0.001092834174565077,-8.076853267815786e-20,0.00012378934530589975,4.1214545088514184e-05,False,0.035,0.333,0.734,0.957,0.894
100000000706545100,peripheral,0.7,2,0.5472,"слабые связи: 3 вход / 1 выход, 1.1 млн ₸ → 76 тыс ₸, без устойчивого паттерна",,1,False,3,1,1070300.0,75800.0,8,3,0.07082126506586939,1,1,7,1.0,0.0,1.0,1.0,0.0032266260404967273,3.5349557939025194e-21,0.00032227301065431763,1.9616538287321655e-05,False,0.035,0.167,0.937,0.999,0.836
100000001965374100,peripheral,0.7,11,0.5469,"слабые связи: 2 вход / 3 выход, 1.8 млн ₸ → 3.1 млн ₸, без устойчивого паттерна",,2,False,2,3,1759720.0,3082100.0,8,5,1.7514718250630783,0,1,1,1.0,0.2615100094091691,2.0,1.0,0.0012816556260608692,2.1506259138507046e-19,-6.76631077774328e-19,1.5851748110966993e-06,False,0.035,0.167,0.994,0.967,0.768
100000008465789100,distributor,0.692,1,0.5465,"веерная рассылка: 16 получателям, 17 переводов на 1.9 млн ₸",,3,False,1,16,30099.0,1858100.0,1,17,61.732947938469714,0,0,8,1.0,0.47796135837683656,1.0,6.0,0.0002898880397943194,2.6381363557578838e-05,2.6125683863549257e-07,0.0008450964058440695,False,0.519,0.0,0.968,0.166,0.98
100000002188829100,terminal,0.837,6,0.5457,"получил 400 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,1,0,400000.0,0.0,1,0,0.0,1,2,10,0.0,0.0,1.0,0.0,0.00036566386772214876,-0.0,0.0004611679650745693,0.0,False,0.293,0.333,0.826,0.657,0.367
100000007382543100,peripheral,0.7,17,0.5449,"слабые связи: 3 вход / 5 выход, 218 тыс ₸ → 427 тыс ₸, без устойчивого паттерна",,2,False,3,5,218000.0,427000.0,3,8,1.9587155963302751,0,1,7,1.0,0.234192037470726,1.0,2.0,0.0011904909010560423,-6.665514779213337e-20,3.7093997365491924e-09,0.0002444770806890915,False,0.035,0.167,0.892,0.963,0.96
100000008561016100,transit,0.979,1,0.5425,"транзит: получил 180 тыс ₸, отдал 103%, 100% ушло в течение 2 дн. после прихода",,3,False,1,1,180000.0,185000.0,2,4,1.0277777777777777,0,0,9,1.0,1.0,1.0,0.0,0.00029484284060031247,1.0794361126717678e-19,3.2207337193585007e-06,2.2390594206740877e-05,False,0.587,0.0,0.809,0.299,0.861
100000008213966100,peripheral,0.7,17,0.541,"слабые связи: 3 вход / 1 выход, 187 тыс ₸ → 437 тыс ₸, без устойчивого паттерна",,2,False,3,1,187004.0,436900.0,7,8,2.336313661739856,0,1,7,1.0,0.8498512245365072,1.0,1.0,0.001933551952419576,-1.5068945941003408e-19,-1.4738019225939867e-19,4.319601360238506e-05,False,0.035,0.167,0.889,0.986,0.897
100000004394765100,peripheral,0.7,2,0.5395,"слабые связи: 3 вход / 2 выход, 604 тыс ₸ → 82 тыс ₸, без устойчивого паттерна",,1,False,3,2,603844.0,82500.0,10,2,0.13662469114539516,1,2,7,1.0,0.4303030303030303,2.0,0.0,0.00038027545911161945,3.741922545427761e-09,0.0003834877994591522,6.516389452616682e-05,False,0.035,0.333,0.896,0.678,0.916
100000005614315100,terminal,0.839,2,0.5393,"получил 455 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,1,0,455000.0,0.0,1,0,0.0,0,1,7,0.0,0.0,1.0,0.0,0.0005750924282981921,-0.0,3.3748203092932977e-19,0.0,False,0.294,0.167,0.846,0.87,0.367
100000004331458100,terminal,0.88,37,0.5391,"получил 250 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,2,0,250000.0,0.0,2,0,0.0,0,1,1,0.0,0.0,1.0,0.0,0.0013234381164598658,-0.0,1.7860177682036672e-19,0.0,False,0.308,0.167,0.75,0.968,0.367
100000006424479100,peripheral,0.7,28,0.539,"слабые связи: 1 вход / 2 выход, 500 тыс ₸ → 220 тыс ₸, без устойчивого паттерна",,2,False,1,2,500000.0,220000.0,2,3,0.44,0,1,10,1.0,0.0,1.0,0.0,0.0009438231531441708,4.0318898160990454e-20,4.8764778155250024e-08,7.311618816183526e-05,False,0.035,0.167,0.899,0.948,0.919
100000000089154100,distributor,0.684,0,0.5385,"веерная рассылка: 15 получателям, 21 переводов на 426 тыс ₸",,1,False,1,15,10000.0,425500.0,1,21,42.55,1,1,7,1.0,0.27379553466509987,1.0,57.0,0.0002874458184490925,0.002849432830431009,0.002151681626890821,0.00010895478461069696,False,0.513,0.167,0.836,0.061,0.934
100000001872484100,peripheral,0.7,41,0.538,"слабые связи: 1 вход / 3 выход, 871 тыс ₸ → 515 тыс ₸, без устойчивого паттерна",,1,False,1,3,871400.0,514580.0,13,9,0.5905210006885472,1,1,1,1.0,0.5464262116677678,1.0,2.0,0.0022739787649245706,-4.709337188229771e-20,3.162030653895607e-19,5.944405541612623e-07,False,0.035,0.167,0.948,0.991,0.748
100000005432267100,terminal,0.885,6,0.5379,"получил 350 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,2,0,350001.0,0.0,2,0,0.0,1,2,10,0.0,0.0,2.0,0.0,0.00034233348585063165,-0.0,0.0005748252019694674,0.0,False,0.31,0.333,0.802,0.61,0.367
100000003718221100,peripheral,0.7,20,0.5379,"слабые связи: 2 вход / 4 выход, 350 тыс ₸ → 424 тыс ₸, без устойчивого паттерна",,2,False,2,4,350000.0,423500.0,6,8,1.21,0,1,7,1.0,0.8028335301062574,1.0,4.0,0.0010434682866013757,0.00017159714430188227,3.223857309421016e-06,3.923307657464331e-05,False,0.035,0.167,0.905,0.953,0.888
100000002531406100,transit,0.671,10,0.5379,"транзит: получил 520 тыс ₸, отдал 96%, 0% ушло в течение 2 дн. после прихода",,3,False,1,1,520000.0,500000.0,1,1,0.9615384615384616,0,0,1,1.0,0.0,1.0,0.0,0.0003226050843745718,1.7780246102555238e-19,7.936044353374588e-05,7.925874055483496e-07,False,0.403,0.0,0.93,0.553,0.752
100000001660397100,transit,0.92,0,0.5377,"транзит: получил 49 тыс ₸, отдал 101%, 76% ушло в течение 2 дн. после прихода",,1,False,2,3,48600.0,49000.0,2,4,1.008230452674897,1,1,7,1.0,0.7551020408163265,1.0,223.0,0.00029515233462771814,0.0005350800982536697,0.0037560934250265667,0.0005032951333514932,False,0.552,0.167,0.572,0.304,0.974
100000005942793100,consolidator,0.767,0,0.5377,"признаки консолидации: получает от 4 плательщиков (0 seed) 55 тыс ₸, дальше 0% полученного",observed_sink,2,False,4,0,55000.0,0.0,4,0,0.0,0,1,7,0.0,0.0,2.0,0.0,0.00033223226815400065,-0.0,0.00028335148952281296,0.0,False,0.69,0.167,0.46,0.583,0.367
100000003684369100,distributor,0.897,6,0.5373,"веерная рассылка: 62 получателям, 67 переводов на 8.6 млн ₸ (seed: входящие извне выборки не видны)",,0,True,24,62,3848436.0,8588655.0,58,67,2.2317260830113845,1,3,9,1.0,1.0,6.0,1.0,0.002020291208486861,0.024746163659923562,0.0013537174513606307,0.0023030748381841454,False,0.673,0.5,0.999,0.988,0.992
100000003131693100,terminal,0.835,6,0.5371,"получил 353 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,1,0,353277.0,0.0,1,0,0.0,1,2,10,0.0,0.0,1.0,0.0,0.00035630822082748,-0.0,0.0004611679650745693,0.0,False,0.292,0.333,0.805,0.637,0.367
100000007507343100,terminal,0.836,39,0.5358,"получил 370 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,1,0,370000.0,0.0,1,0,0.0,1,1,1,0.0,0.0,1.0,0.0,0.0006416178761806914,-0.0,-1.373199779522629e-19,0.0,False,0.293,0.167,0.812,0.897,0.367
100000001526235100,peripheral,0.7,22,0.5357,"слабые связи: 3 вход / 8 выход, 82 тыс ₸ → 433 тыс ₸, без устойчивого паттерна",,2,False,3,8,82000.0,432750.0,4,9,5.277439024390244,0,1,7,1.0,0.1346042749855575,1.0,3.0,0.0008778562267377667,0.000134185989348067,2.099011437791469e-08,0.0002566001725462782,False,0.035,0.167,0.868,0.94,0.961
100000002733905100,peripheral,0.7,4,0.5332,"слабые связи: 3 вход / 2 выход, 100 тыс ₸ → 718 тыс ₸, без устойчивого паттерна",,2,False,3,2,100000.0,717839.0,5,3,7.17839,0,1,1,1.0,0.3273714579453053,2.0,2.0,0.0029169603294352192,-4.082970281989796e-19,-1.2407312380874562e-18,1.7833216624837866e-06,False,0.035,0.167,0.911,0.997,0.771
100000003923946100,peripheral,0.7,12,0.5313,"слабые связи: 1 вход / 4 выход, 282 тыс ₸ → 675 тыс ₸, без устойчивого паттерна",,1,False,1,4,282000.0,675000.0,3,4,2.393617021276596,1,2,2,1.0,1.0,1.0,1.0,0.0003894174848137435,5.96021989741411e-05,9.22837827311422e-07,1.981468513870874e-06,False,0.035,0.333,0.924,0.689,0.773
100000008232832100,peripheral,0.7,35,0.5307,"слабые связи: 1 вход / 1 выход, 337 тыс ₸ → 138 тыс ₸, без устойчивого паттерна",,1,False,1,1,337000.0,138000.0,2,1,0.4094955489614243,1,3,10,1.0,0.0,1.0,0.0,0.0004942271899045263,1.2324458723359205e-05,9.951937018789114e-07,0.0,False,0.035,0.5,0.853,0.772,0.367
100000002958343100,peripheral,0.7,13,0.5306,"слабые связи: 1 вход / 2 выход, 2.9 млн ₸ → 1.4 млн ₸, без устойчивого паттерна",,2,False,1,2,2900000.0,1390000.0,4,17,0.4793103448275862,0,1,1,1.0,0.1079136690647482,1.0,1.0,0.0006295066258876736,1.8776030584274278e-06,-2.8604673450291674e-19,3.962937027741748e-07,False,0.035,0.167,0.991,0.894,0.742
100000008086440100,transit,0.626,3,0.529,"транзит: получил 200 тыс ₸, отдал 81%, 24% ушло в течение 2 дн. после прихода",,3,False,1,5,199733.0,161300.0,1,6,0.8075781167859092,0,0,7,1.0,0.23558586484810912,1.0,82.0,0.00033767394570343703,0.0015615995220144739,0.0011379074330901402,0.00010519757648287983,False,0.376,0.0,0.809,0.597,0.933
100000004226848100,terminal,0.833,6,0.5286,"получил 302 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,1,0,301866.0,0.0,1,0,0.0,1,2,10,0.0,0.0,1.0,0.0,0.0003460138655313343,-0.0,0.0004611679650745693,0.0,False,0.292,0.333,0.782,0.619,0.367
100000003798151100,terminal,0.835,2,0.5285,"получил 350 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,1,0,350000.0,0.0,3,0,0.0,0,1,7,0.0,0.0,1.0,0.0,0.0005753929174195429,-0.0,-8.058323182064729e-20,0.0,False,0.292,0.167,0.801,0.87,0.367
100000001382002100,transit,0.68,0,0.5285,"транзит: получил 55 тыс ₸, отдал 103%, 0% ушло в течение 2 дн. после прихода",,2,False,1,1,55000.0,56500.0,2,3,1.0272727272727273,0,1,7,1.0,0.0,1.0,1.0,0.0006633074267595711,0.0009231328385008286,2.6198594928419442e-20,0.0,False,0.408,0.167,0.603,0.903,0.367
100000006844768100,peripheral,0.7,3,0.5283,"слабые связи: 1 вход / 2 выход, 282 тыс ₸ → 188 тыс ₸, без устойчивого паттерна",,2,False,1,2,282000.0,188000.0,5,5,0.6666666666666666,0,1,7,1.0,0.8670212765957447,1.0,1.0,0.0013707774167538995,0.004440547123872029,-2.3084683190615403e-19,3.883678287186913e-05,False,0.035,0.167,0.852,0.97,0.885
100000001929088100,terminal,0.887,13,0.5282,"получил 396 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,2,0,396010.0,0.0,2,0,0.0,2,2,2,0.0,0.0,1.0,0.0,0.0003175873990634118,-0.0,2.7089220469161195e-05,0.0,False,0.31,0.333,0.822,0.527,0.367
100000007777377100,peripheral,0.7,10,0.5276,"слабые связи: 1 вход / 2 выход, 456 тыс ₸ → 10 тыс ₸, без устойчивого паттерна",,2,False,1,2,456290.0,10000.0,7,2,0.021915886826360427,0,2,7,1.0,1.0,1.0,0.0,0.0003611461879485195,1.0068370164161568e-19,4.040756032117893e-06,0.00013592874005154197,False,0.035,0.333,0.852,0.649,0.945
100000004330371100,peripheral,0.7,2,0.5266,"слабые связи: 2 вход / 2 выход, 264 тыс ₸ → 91 тыс ₸, без устойчивого паттерна",,1,False,2,2,264171.0,90681.0,12,6,0.3432662934235779,1,1,7,1.0,0.6495296699418842,2.0,2.0,0.0012542719301566058,5.358905915261009e-06,0.0002976021731345169,0.00033467003199279065,False,0.035,0.167,0.806,0.966,0.97
100000005660203100,peripheral,0.7,2,0.526,"слабые связи: 1 вход / 2 выход, 573 тыс ₸ → 41 тыс ₸, без устойчивого паттерна",,2,False,1,2,572899.0,41000.0,12,5,0.07156584319400104,0,1,7,1.0,1.0,1.0,1.0,0.0009492504038791937,0.00014311752688759796,4.48034052225698e-19,1.9418391435934565e-05,False,0.035,0.167,0.887,0.948,0.83
100000008736940100,peripheral,0.7,32,0.5257,"слабые связи: 3 вход / 3 выход, 451 тыс ₸ → 182 тыс ₸, без устойчивого паттерна",,1,False,3,3,451090.0,182100.0,13,6,0.40368884258130305,1,1,1,1.0,1.0,2.0,11.0,0.0024141567490764573,-1.5407439808355912e-19,-3.4739490041237615e-20,7.925874055483496e-07,False,0.035,0.167,0.891,0.993,0.752
100000001904863100,terminal,0.84,12,0.5252,"получил 500 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,1,0,500000.0,0.0,1,0,0.0,0,1,11,0.0,0.0,1.0,0.0,0.0004817984770777479,-0.0,4.343911560008943e-09,0.0,False,0.294,0.167,0.864,0.764,0.367
100000002941114100,peripheral,0.7,6,0.5249,"слабые связи: 2 вход / 1 выход, 129 тыс ₸ → 15 тыс ₸, без устойчивого паттерна",,1,False,2,1,128510.0,15000.0,15,1,0.11672243405182477,1,2,8,1.0,1.0,2.0,1.0,0.0018146321453408225,-1.6859437022726868e-20,0.00012378143199652143,2.0607272544257092e-05,False,0.035,0.333,0.639,0.981,0.85
100000000769919100,terminal,0.83,43,0.5245,"получил 250 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,1,0,250000.0,0.0,1,0,0.0,0,1,1,0.0,0.0,1.0,0.0,0.0007354469638244235,-0.0,-8.813501316659946e-20,0.0,False,0.29,0.167,0.75,0.919,0.367
100000001611488100,terminal,0.896,5,0.5239,"получил 779 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 3, исходящие выгружены)",observed_sink,3,False,2,0,779300.0,0.0,3,0,0.0,0,0,7,0.0,0.0,1.0,0.0,0.0008775368508533145,-0.0,0.002964065364405555,0.0,False,0.314,0.0,0.905,0.94,0.367
100000008566737100,terminal,0.879,3,0.5235,"получил 230 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,2,0,230000.0,0.0,2,0,0.0,1,2,10,0.0,0.0,2.0,0.0,0.00034946381190953304,-0.0,0.0006222222245244021,0.0,False,0.308,0.333,0.732,0.625,0.367
100000004948177100,terminal,0.938,2,0.5233,"получил 437 тыс ₸ от 3 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,3,0,437163.0,0.0,8,0,0.0,1,1,7,0.0,0.0,1.0,0.0,0.0004221580715489715,-0.0,0.0003298403392395536,0.0,False,0.328,0.167,0.837,0.721,0.367
100000003221384100,terminal,0.84,2,0.5226,"получил 511 тыс ₸ от 1 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 2, исходящие выгружены)",observed_sink,2,False,1,0,511200.0,0.0,1,0,0.0,0,1,7,0.0,0.0,1.0,0.0,0.0004482029353149161,-0.0,3.567634960949724e-05,0.0,False,0.294,0.167,0.868,0.744,0.367
100000005612411100,peripheral,0.7,16,0.5225,"слабые связи: 3 вход / 8 выход, 116 тыс ₸ → 507 тыс ₸, без устойчивого паттерна",,1,False,3,8,115500.0,506997.0,4,8,4.389584415584416,1,2,8,1.0,0.5143955486916096,2.0,0.0,0.0003272060826887592,3.39176919015114e-20,0.00028074996253846094,0.00015534713148747652,False,0.035,0.333,0.889,0.567,0.95
100000005473151100,peripheral,0.7,8,0.5221,"слабые связи: 3 вход / 4 выход, 1.2 млн ₸ → 225 тыс ₸, без устойчивого паттерна",,1,False,3,4,1220000.0,225000.0,4,6,0.18442622950819673,1,1,9,1.0,0.9111111111111111,2.0,1.0,0.0004682674337196505,1.4233618058227848e-19,6.247986024185909e-06,0.00024159762522697013,False,0.035,0.167,0.95,0.754,0.96
100000002605548100,terminal,0.869,6,0.522,"получил 117 тыс ₸ от 2 плательщ.; исходящих ≥5 тыс ₸ в выборке не наблюдается (колено 1, исходящие выгружены)",observed_sink,1,False,2,0,116695.0,0.0,2,0,0.0,1,3,10,0.0,0.0,1.0,0.0,0.0003143213711267536,-0.0,0.0001250948569094633,0.0,False,0.304,0.5,0.61,0.508,0.367
